ID,Text,Sub-task A,Sub-task B,Label
C4.2056,"Aise bhai ko support karo jo reality bolta hai, ye insaan sahi rasta dikhata
hai",NAG,NGEN,0
C21.282,Puraana Setup hi accha tha sir........plzzzz whi pe vdo bnaiye....🙏🙏,NAG,NGEN,0
C4.906,"Bro joker movie ko leke recently Bohot controversy horaha he iska review karo
plz",NAG,NGEN,0
C4.2141.1,@RAHUL SHARMA theek kha bhaiya apne .,NAG,NGEN,0
C4.1991,Sahid khan lol gangs of wasseypur dekh ke aya hoga hamare bhaisaabh ne🤣🤣🤣,NAG,NGEN,0
C36.791,न्यूज़ चाहे कोई भी हो यदि नियम सख्त रहे तो व्यव्हार वैसा ही बन जाता है,NAG,NGEN,0
C7.1913.3,"@Debraj Nandan tujhe pyar hota na tab pata chalta mera love 5 yr se bhi jyada
hai aur sun 12th main jab wo ayi thi na school main aur ham dono jab ek dusre
ko dekhe aur ussi waqt dono kiss kardiye the wo bhi lip to lip aur school hame
suspend kardiya samjha.",NAG,NGEN,0
C19.88,Or Bharwe Kitne mile,NAG,NGEN,0
C7.487,धो डाला आपने भाई।,NAG,NGEN,0
C21.182,"Modiji jis tarah apne youth me dikhte honge...aap iss kurte me waise hi lag
rahe ho👌👌  
Superbbb",NAG,NGEN,0
C7.1387,Tathakathith 🤣🤣,NAG,NGEN,0
C10.1023,Arnab ne to braber le liya,NAG,NGEN,0
C4.616,Esi movie banai hi kyu hai,NAG,NGEN,0
C7.230,Sabash paritk bhai,NAG,NGEN,0
C7.924,Aaj dekh k aaya. Abhi tk dimaag se nhi nikl rha hai.,NAG,NGEN,0
C29.30,Jay shri ram,NAG,NGEN,0
C7.2077,Hadh se Jada daruu pine ko.... Galat dikhaya geya hai.... Daru pine ko nehi,NAG,NGEN,0
C7.48,"Asi hi fact sanju me dhikhya tha to apko laga tha ki uski image achi krne k
liye movie banai h",NAG,NGEN,0
C23.9,Bhai sye raa narashimha reddy trailer ka review Karo bhai,NAG,NGEN,0
C7.2421,Mene kal hi dekha Kabir singh and I loved it.,NAG,NGEN,0
C7.244,Jay shri RAM dada,NAG,NGEN,0
C36.471,Sahi kha h army chief ne. Phle society ka reaction dekhna h,NAG,NGEN,0
C4.577,Same review tha Mera v movie dekhne k bad,NAG,NGEN,0
C7.2292,"Hanuman gatha sune , hanuman ki katha sunate hain , apko sare jawab mil jaenge
hanuman ji se relates , or mnn bhi khush ho jaega bohot",NAG,NGEN,0
C21.306,Bhai Instagram account kab Chalu kar rahe ho,NAG,NGEN,0
C10.386,Bhutni,NAG,NGEN,0
C7.2468,"Kyun naam kwaste iss channel ko movie rvw ka naam de rakhhe ho last 10 video
uthake dkho toh unmein se 6-7 hi political hai...",NAG,NGEN,0
C36.802,"I think sir hone cahiye.. Agar hum allow nahi karte to.. To unke
constitutional rights violate honge. Article 15,16,19",NAG,NGEN,0
C4.658.2,@Saurav Dwivedi sakthi launde sakhti,NAG,NGEN,0
C21.81,Hamare city me yeh movie nhi lagi hai....,NAG,NGEN,0
C7.805,Bhai 🤐 salute aapko.jay shree ram,NAG,NGEN,0
C32.159.1,@Pravin Nimje bavnagar,NAG,NGEN,0
C33.224,sab ko apni zindagi jeene ka hak hai,NAG,NGEN,0
C33.288,mast banai he,NAG,NGEN,0
C36.482,"Sir Aapka Awaz jabarjast hai Mujhe aapke jaise teacher bore kabhi nahi karte.
Thanks for your contribution.....",NAG,NGEN,0
C4.581,ZEDA jaldi ni agyaa,NAG,NGEN,0
C7.1493.2,AP bohat achy ho,NAG,NGEN,0
C7.1953,"best review aapke review kal se wait kr rha tha best review  
n reality btate h to liberals kha hajam hoti h  
mene apni life four more shot yaa veere di wedding jaisi girls to ni dekhi",NAG,NGEN,0
C7.1113,Aap bahut badi video banate ho 5 min ka banao,NAG,NGEN,0
C36.638,Sir unkeliye kuch au restrictions ke sat yo join Kar saktehe,NAG,NGEN,0
C21.245,"Bhai Akshay Kumar ko Canadian kahte hai ,go back to Canada kahte ,ISS par koi
aapki Ray do",NAG,NGEN,0
C9.277,Log ranga billa h kya,NAG,NGEN,0
C7.2467.2,Watch quick review pehle hi upload kra h unhone,NAG,NGEN,0
C7.285,"Liberals View Ke Facts Sunkar ITNA MZA AAYA ki Kapil Sharma Ke show ki zarurat
nhi",NAG,NGEN,0
C4.410,Bhaut jaldi laye aap,NAG,NGEN,0
C4.508,Tiger kam Bandar jyada banata hai.,NAG,NGEN,0
C7.1475,"चिर फाड् दिया आप ने इन लिब्राndu ओ की  
भाई जी मान गया ।।।।।जय हिंद",NAG,NGEN,0
C7.1726,Sahi hai bhai sahi hai,NAG,NGEN,0
C21.175,Aapka to sthan hi badal gaya guru g,NAG,NGEN,0
C32.70,Aisi video dalkr aap badnamm kar rahe hain un logo ko,NAG,NGEN,0
C7.1714,O feminist dushmani karogi?😋,NAG,NGEN,0
C4.986,"[14:44](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=14m44s) roz me apne
friend ko ye baat bolta hu  
Bahot relatable line lagi",NAG,NGEN,0
C59.63,jio Boss,NAG,NGEN,0
C4.2187,Bhai iska liya bhoutttttt wait kiya,NAG,NGEN,0
C7.28.2,"Theory Chhodiye aur practically sochiye... Duniya me kya ho Raha hai vo
dekhiye...  
Sachchai kadvi Hoti hai !",NAG,NGEN,0
C7.985,"Aur yeh v dekho. Taki tum samajh sako k actual problem kya hai movie mein.  
<https://youtu.be/C-lRyevxevA>",NAG,NGEN,0
C33.22,",377 Kia h",NAG,NGEN,0
C26.306,"Surrender kar diya aur bola hOAG, ab to jail jana banta hai, pehle aap ne aise
hi bhej diya",NAG,NGEN,0
C7.1323,Bhai spoiler warning to DE dete 😡,NAG,NGEN,0
C4.200.1,Maine controversy k chalte dekh li bohot hi bakwas movie hai mat dekho sis,NAG,NGEN,0
C36.1149,"तू करता है वही जो तू चाहता है  
पर होता है वही जो मै चाहता हूँ  
अब तू कर वही जो मै चाहता हूँ  
फिर होगा वही जो तू चाहता है-भगवान श्री कृष्ण  
👌👌👌",NAG,NGEN,0
C10.47,इन लोगो को हम हिन्दुओ से इतनी नफरत क्यो है,NAG,NGEN,0
C9.325,"Facts No457  
धरती के गुरूत्वाकर्षण के कारण पर्वतों का 15,000 मीटर से ऊँचा होना संभव नही",NAG,NGEN,0
C20.323,Kya bol rahi hai yeh ladki?,NAG,NGEN,0
C9.243,"jis tarah dabe mann se ye arundhuti roy ko defend kar raha hai to lagta hai
amit Malviya sahi tha",NAG,NGEN,0
C32.112.3,@Ranjit Rana aap dijiye,NAG,NGEN,0
C4.1417,Bhai dil ki baat ki tune 1 no. Ki chutiya movie thi,NAG,NGEN,0
C59.730,Bahat acha bhaiya,NAG,NGEN,0
C7.1655,Bhai ek t-shirt mere Ko bhi gift kar do.,NAG,NGEN,0
C59.9,Kala Aadmi Jo Hota Hai,NAG,NGEN,0
C36.944,Thik kaha hai army Chief ne,NAG,NGEN,0
C4.246,Ghatiya movie,NAG,NGEN,0
C7.1077,Bhaiyaa ji bahut sahe kaha apnee.....,NAG,NGEN,0
C7.525,Tabrez ansari k bare m kuch bolyee,NAG,NGEN,0
C4.332,Usse to puchha hi n or bol diya meri bndi h😂😂,NAG,NGEN,0
C7.818,O stree...🤣😂😋😂😃,NAG,NGEN,0
C32.149.4,@Kathavarayan Pandi me gay hu mujhe gay patnar cahiy,NAG,NGEN,0
C33.275,Kuch jyda hi axhi lgi,NAG,NGEN,0
C4.509,"SHAHRUKH KHAN.....King Khan sbse bada reason for ""love"" Bolly movies!! 😒😒",NAG,NGEN,0
C7.1597,Sir Ap Video Thode Short Banaoo.. baki apki Popularity kaam ho Jayegi,NAG,NGEN,0
C7.2599,Bhai... Apka review ka wait kar raha tha..love u,NAG,NGEN,0
C32.86.4,AP KRLENA,NAG,NGEN,0
C4.2244,Bahut bdiya bhai,NAG,NGEN,0
C4.241,Duniya me kisi ki chat na na pade ...Best line👌,NAG,NGEN,0
C21.71,"ये फ़िल्म माइंड के साथ ,,खेलती है ,,,कब सुरु हुई ,कब खत्म हुई पता ही नही चला
,,,,🙄🙄 और ऐसी ही फ़िल्म बेस्ट होती है,,,",NAG,NGEN,0
C38.92.1,Or vo Gray shirt vala admi b🙄,NAG,NGEN,0
C4.400,"[8:10](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=8m10s) khatm bhai pyaar
hogyaaa😂",NAG,NGEN,0
C25.540.2,No ....dipika bhardwaj jasi v achi understanding larki hoti hai,NAG,NGEN,0
C4.1700,"13.31...truestt👌🤪  
Medical life itni mazedar nahi hoti jesi movies mai dikhate hai. Bahut jyada
struggles hote hai kisi ke kuch banne ke peeche.",NAG,NGEN,0
C7.1522,Bohot sahi bola brother,NAG,NGEN,0
C36.993.2,Sahi baat,NAG,NGEN,0
C36.836,Ye Pakistani army nahi hai.......😀😁😂🤣😍😎😋,NAG,NGEN,0
C38.763.3,shobhit kumar abe bhai kyu rakhe private koi galti kr rhe hai kya ?,NAG,NGEN,0
C7.302,Aisa lag raha hai paise le kar bol raha hai.,NAG,NGEN,0
C25.548,jaha v crime hOAG to sabut v milege,NAG,NGEN,0
C32.124.1,@mr gojiya ha ji,NAG,NGEN,0
C4.1180,Films hume jobhi dikhate hai wohh real life karna impossible hai...,NAG,NGEN,0
C38.681,Homosexuality ke liye school me kya fight krna padega be ? lol,NAG,NGEN,0
C4.1382,"Gangs of Wasseypur pe review do,wo real h😅😅😅",NAG,NGEN,0
C32.144,kya bat super,NAG,NGEN,0
C25.451,Maza aa gya,NAG,NGEN,0
C21.218,"Ek Marathi film ayi thi ""court"". Wo kaafi realistic court room drama thi.",NAG,NGEN,0
C4.1028,Movie theek hi hei.....peisha aa rha hei ...log dekh rhe hei ....,NAG,NGEN,0
C36.625,gand marwane wale desh ki kia hafazat karte ??,NAG,NGEN,0
C7.1999.2,Sir please boliye ki main 96 tamil. Movie kaha pe dekh sakta hu.....,NAG,NGEN,0
C43.64,Gay hind!,NAG,NGEN,0
C7.286,"Liberal Kon h sbke naam btao,😁😁😁",NAG,NGEN,0
C4.595,Bhai tera pov kya hai News channel ke debate pr,NAG,NGEN,0
C33.139,last ki speech bahut mast thi yrr aapki,NAG,NGEN,0
C9.90,Ranga aur Billa bahut shi udaharan diya...DhanywaD,NAG,NGEN,0
C25.490,neha gupta ka pati toh hOAG nai,NAG,NGEN,0
C36.774.4,Right jise tum,NAG,NGEN,0
C7.733,"Bhut achha interview 👌  
Hr ek bat shi bola apne",NAG,NGEN,0
C20.159.1,@Gauri Nawathe itni zaldi maan gayi 😁,NAG,NGEN,0
C4.780,"Rx 100 dkhle bhai  
Mza ajayga",NAG,NGEN,0
C26.145,Agar case hua toh carrear barbaad toh 3-4 murder bhi kardo .. vry well done,NAG,NGEN,0
C7.2215,Kal rahul gandi ka tweet k upar apka reaction kya hain,NAG,NGEN,0
C9.1.3,अरुंधति राय और राजदीप सरदेसाई एक ही गैंग के सदस्य हैं,NAG,NGEN,0
C7.1744.1,Video pura dekhiye sab jawab mil jayenge !,NAG,NGEN,0
C7.2159,O stree seting kregi????? 😂😂😂😂,NAG,NGEN,0
C7.511,"आतंकवाद को रोकने के निम्न प्रयोग आजमाए जा सकते हैं, मैंने विचार किया है आपकी
राय क्या है कमेन्ट करें...  
  
1-सभी मदरसो में 50%टीचर अन्य धर्मो के रखे जाये।  
  
2-देश के सभी प्रमुख मौलानाओ के तकरीरों की CD सुरक्षा एजेंसियों को सौपी जाये।  
  
3-मदरसो को मिलने वाले फंड की आडिट छमाही हो।  
  
4-भारत और पाकिस्तान के बीच सम्बन्ध समाप्त होने चाहिए।  
  
5-कश्मीर और देश के अन्य हिस्सों में सोशल मीडिया पर नजर रखी जाये।  
  
6-जम्मू और लद्दाख को कश्मीर से अलग राज्य बनाये जाये।  
  
7- 2 बच्चों से अधिक जनसंख्या पर रोक लगायी जाये।  
  
8-अल्पसंख्यक की परिभाषा क्षेत्रीय आधार पर तय हो।  
  
9-जिस जिले में हिन्दू कम हो वहा उन्हें अल्पसंख्यक माना जाये।  
  
10-धार्मिक कट्टरता फ़ैलाने वाले साहित्यों पर रोक लगे।  
  
11-मस्जिदों में जुमे की नमाज के बाद होने वाली तकरीरों की CD बनवायी जाये।और
जाँच हो।  
  
12-आतंकवाद से प्रभावित व्यक्ति को सहायता आतंकी की संपत्ति बेचकर दी जाये।  
  
13-आतंकवादी के घर वालो पर भी जवाबदेही तय हो। क्योकि उन्हें अपने बच्चे की हर
गतिविधि की जानकारी होती है।  
  
14-आतंकवादियो के घर जाने वाले नेताओ को आजीवन जेल हो।  
  
15-आतंक और देशविरोधी गतिविधियों का समर्थन करने वाले दलों जैसे-AIMIM(ओवैसी),
मुस्लिम लीग, कांग्रेस, सपा, आदि दलो की सदस्यता समाप्त होनी चाहिए।  
  
16-देश के प्रमुख संस्थानों,होटलो,स्टेसनो पर कर्मचारियों को शस्त्र प्रशिक्षण
देकर उन्हें हथियारों से लैस किया जाये।  
  
17-देश के प्रमुख रक्षा और गंभीर हथियारों के भंडार में सिर्फ हिन्दुओ को तैनात
किया जाये।  
  
18-सेनाओ में मुस्लिमो की नियुक्ति पर रोक लगे।  
  
19-देश को इजराइल की तरह अपनी नीति बनानी चाहिए। आतंकी कैंपो पर हवाई हमला हो।  
  
20-धरा 370 समाप्त कर वहा हिन्दुओ को बसाना चाहिए।  
  
21-हिन्दुओ के धर्म परिवर्तन पर रोक लगे।  
  
22-जेहादी साहित्यों और तकरीरों पर पूर्ण प्रतिबन्ध लगे  
  
23-पाक और बांग्लादेशी सीमा को पूर्णतः सील किया जाये।  
  
24-मीडिया की जवाबदेही तय हो कि ये देशभक्ति के समाचार भी दिखाए।  
  
25-पीस टीवी और NDTV जैसे चैनलो पर रोक लगे।  
  
26-देश भर के घरो पर तिरंगा फहराना अनिवार्य हो।  
  
27-जो न फहराये उसकी नागरिकता समाप्त हो।  
  
28-सेना के जवानो को कश्मीर में अनिवार्य रूप से बसाया जाये।  
  
29-कनैहिया और उमर खालिद जैसे विद्यार्थियो की शिक्षा पर रोक लगे।  
  
30-आतंकियों के शवो को जला दिया जाये। उनके घर वालो को न सौपा जाये।  
  
इस तरह से देश को अराजकता से बचाया जा सकता है।  
  
मित्रो आप भी अपनी राय दे...सुझाव दे..... और इसे दोस्तों में शेयर करे।",NAG,NGEN,0
C7.536,Aaj kr ke aaya hai 😂😂😂,NAG,NGEN,0
C7.2194,"Movie Dekh Lene k Baad Bhi Pratik Sir Ka Review Dekh Raha hu that's The Class
of Pratik Sir.",NAG,NGEN,0
C7.2109,जबरदस्त मूवी हे और ये लिबरल वालों की #@#%¢€×?,NAG,NGEN,0
C7.1644,"Youth ko marg darshan aur Roshni dikhate hue Pratik bhai... ♥  
Apka review film dekhne ke baad bhi mza aata h.",NAG,NGEN,0
C23.41.2,"@Ajay Patel bhai toh woh sirf pointed topic pe baat karta h  
Kabhi bola ki moblyinching, economy crisis, democracy breaking ke baare me
baised rehta h har time",NAG,NGEN,0
C7.840,12 min tak hi dekhe uske baad spoiler hai,NAG,NGEN,0
C19.178,"भारतीय फिल्मों की तो बात ही कुछ अलग है यार मजा आ जाता है सबसे सही आशिकी 2 लगी
मुझे अभी तक की फिल्म मजा आ गया है इसको लाइक करें",NAG,NGEN,0
C4.1093,Article 15 ka review karo bhaiii,NAG,NGEN,0
C32.100,Me gay hu mujhe gay patnar cahiy,NAG,NGEN,0
C33.141,Insane...,NAG,NGEN,0
C4.2163.2,"Tumlog trailer dekhte ho mujhe to naam sun ke pata chalta hain chutiya hogi
movie",NAG,NGEN,0
C29.13.1,Devideen bhai tuich ek hai. Bhai ek no.,NAG,NGEN,0
C36.792,Ye desh sabhi ka hai aur sabhi ko eski care krni chahiye as a human 🤗🤗🤗,NAG,NGEN,0
C9.1.1,Aap dono k dekhne aur sunney ka alag hi maja hai👏👏,NAG,NGEN,0
C9.121,Saurabh Ranga - Rajdeep Billa,NAG,NGEN,0
C7.989,"Bhai tu movie ka review karta hai kya pravachana bolta hai , bahut slow start
karta hai tu..",NAG,NGEN,0
C19.1.4,Bhai aap comment padhte ho,NAG,NGEN,0
C4.562,"bhai mene Kabir Singh 4 baar dekhi or ab ye video dekh kr lg rha hai pta nhi
ku dekhi😑",NAG,NGEN,0
C26.154,"Haaahhaa......shi kiaa....eit se eit bjaa diyaa....ab ptaa chalega
jab.....apno ko chot pahuchta hai to kaisa lgtaa haiii",NAG,NGEN,0
C7.250,Ye stri wala t-shirt kyun pehna hai eoh toh batao,NAG,NGEN,0
C9.160,Ranga billa 🤣🤣🤣🤣,NAG,NGEN,0
C21.190,"Pink movie is best movie . Aur rahi baat apki , to zaroori nhi ki jaisa aap
soch rahe ho waisa hi hota hai . Kuchh bhi ho sakta hai .",NAG,NGEN,0
C4.1760,"Awesome review sir ❤️ ham to bollywood ki movie hi dekhna chorr diye hai 3
saal se",NAG,NGEN,0
C7.811,Ek ladki ko thappar marna justify kr rhe ho India mein??? Wahh,NAG,NGEN,0
C9.107,Sorabh bhaiya ye nahi bolne denge apko.. 😂😂,NAG,NGEN,0
C19.154.2,"Ajay mehar भाई joke नहीं हैं but भाई आपने भी सही बोला यें सब फ़िल्मों में आसान
लगता हैं 👌👍",NAG,NGEN,0
C36.1029,nahin mere according to unhe defence me nahin lena chahiye,NAG,NGEN,0
C4.1399,Kitni high level ki nakli movie h bhai,NAG,NGEN,0
C21.210,"Pratik ji.. Aap aise review videos banaya karo jisme na koi politics ki
baatein ho ya religion ki.. Jaisa ye review banaya hai aapne 🙏🙏👌👌",NAG,NGEN,0
C7.75,"ek baat se agree nahi karta me
aapki[13:15](https://www.youtube.com/watch?v=J2J5ssSP5yQ&t=13m15s) se ki wo
kisi aur ladki se time pass nahi karta wo heroine ke sath kya karta hai wo aur
wo jab use ilu kehti hai to kabir sing use bhaga deta hai aur ladta hai  
  
  
fir bhi baak baate bilkul sahi batayee hai bhai aapne",NAG,NGEN,0
C4.1972,Boht sahi bhai!❤️👌,NAG,NGEN,0
C4.2245,Jai ho,NAG,NGEN,0
C59.564,jio guru,NAG,NGEN,0
C7.2443,Inn saari chizo ke satj LGBT ka connection hai.,NAG,NGEN,0
C7.1525,Bhai please kaafir . ka review kijyie.,NAG,NGEN,0
C7.1847,"Story... dialogue...dress ..bike... hairstyle...yaha Tak beard Bhi 100% Xerox
hai .... Arjun Reddy ka blockbuster dekhke ch****on ne Hindi mein isliye dub
hone nahi Diya Taki uska ek Xerox nikal sake..  
  
..unhe pata Sayed pata nahi...ki adhar card achha dikhta hai uska Xerox
nahi...",NAG,NGEN,0
C9.29,Ye bol bhi kya sakta hai... We supposed BJP 🇮🇳🇮🇳❤️❤️🇮🇳,NAG,NGEN,0
C25.1,376 aur 498 ka pura2 miss use ho rha hai govt ko dhyan dena chahiye,NAG,NGEN,0
C59.1257,Dimak uska gana sunke,NAG,NGEN,0
C47.83,Sapna takat ke price,NAG,NGEN,0
C4.1826,Sahi hai bhai,NAG,NGEN,0
C59.86,Jio Ranu Mandal,NAG,NGEN,0
C4.1802,मै तो ट्रेलर देख के ही इस चुटियापे को समझ गया था 😂😂🤣,NAG,NGEN,0
C4.1710.2,@Jag Ghoomeya noida,NAG,NGEN,0
C36.790,Allow krna chahie,NAG,NGEN,0
C62.92,Tu borpeta me kia bolke gaya tha surel,NAG,NGEN,0
C26.339,bahut achha in paise ke lalchi logon ke saath jahi hona thha.,NAG,NGEN,0
C36.1149.3,bhai proof do slog no and chapter no batao hmko padhna h 🙂,NAG,NGEN,0
C7.1179,Bhai gajab review diya thanks,NAG,NGEN,0
C7.1684,Start ka 4 minutes Movie se Related hi nahi hai,NAG,NGEN,0
C4.2061,100 % agree bhai buhat chutiyaa movie thi,NAG,NGEN,0
C7.700,"Koi ladka koi ladki ke lia .....life kharb kre ye ........sheekha ha aapne
movie se nice 🤣🤣🤣 ja kr .......shadi me jaroorr aana dekho ..",NAG,NGEN,0
C7.83,but koi iss tarikese apne life ko barbad nahi karenga...,NAG,NGEN,0
C7.84,"main nahi janta isko e film pasand aya kaise...mein nahi janta...ise berserk
dekhna chahiye...tap ise pata chalega ke story hota kaisa hain...",NAG,NGEN,0
C26.294.1,Y NEWS SUN K MAZAAA AA GYEAAAAAA BHAI,NAG,NGEN,0
C7.2011.1,Ishank Trivedi mast lagegi 👌🏻👌🏻,NAG,NGEN,0
C7.2435.2,"Sadhvi Pragya ji to Bharat ki Shaan hai... NIA ne purn rup se unhe nirdosh
Bari Kiya hai... Supreme court ne bhi mcoca ke charges hata diye hai ...",NAG,NGEN,0
C7.1056,"Ye feminist wale video ka link koi dedo yr dekhna hai kon hai jo galat review
de raha hai",NAG,NGEN,0
C4.1276,Bhai ne puri movie ki story bata di 😂,NAG,NGEN,0
C4.1370,Chashma utaar k videos banao,NAG,NGEN,0
C7.2312,"mene aapka quick review dekhne ke bad movie dekh li or me aapse 100% agree
karta hu har ek baat se",NAG,NGEN,0
C7.2219,Kasam se bahut hi Sukoon Mila video dekh kar...true words 👌👌👌👏👏👏👏👏,NAG,NGEN,0
C36.980,"Sir mera opinion h ki agr wo army m aana chaahte hn toh aa skte hn...  
Or jbb baaki log desh sewa kr rhe hn toh inhe bhi haq h apne desh ki sewa krne
ka...  
Or sir ye bhi toh insan hn inhe bhi pura haq h khul kar jeene ka or apna
manchaaha kaam krne ka...  
Jaisa ki normal logo ko haq h apni mrzi ke hisab se kaam krne ka...",NAG,NGEN,0
C38.455,Asexual h.. bisexual... homosexual... bhai asexual kya hota hai....😂😂😂😂,NAG,NGEN,0
C4.203,Video pura dekne ke pahile hi mai bhai ke videos like krta hoo,NAG,NGEN,0
C45.709,konsa place hai bhai ...nam bolo,NAG,NGEN,0
C4.420.1,Kuch zada hi likh diya 🙄,NAG,NGEN,0
C7.1913.5,"scary tube par kya woh karna sahi tha? Pucha kya usne kiss karne pe dikkat toh
nahi h? Agar tumhare logic se chaley toh pehle kand kardo...fir dekha
jayega....’CONSENT’ samjho",NAG,NGEN,0
C36.572,"homosexuals ko Dimagh k elaaj ki jaroorat ha  
saale psycho , pragriti k khilaaf jae ge to dunya barbaad ho jae gi",OAG,GEN,1
C4.190,Bhaaaaaisaaaab gand maaaar ri🔥🔥🔥🤣🤣,OAG,GEN,1
C4.1290,"Kisi ne maanga tha kya bhai?  
Arre maa chudaye kabir singh. Mensutra gang ye sab movies nahi dekhte.",OAG,GEN,1
C9.256,Sarkar mei vishwaas ho ya ni itna pata pad gaya gi yeh lekhak chutiya hai...,OAG,GEN,1
C36.428,"Ladki bhi to gand marwati hai.... Usko apni maa kyu bolte Ho...... Aur
homosexual bhi usi maa ke bacche hai",OAG,GEN,1
C4.180,"Puri movie main sab bakchodi Karli bus padai nahin Kari. Upar see ye MC topper
Hain....  
Upar see Bhai sahab Alcohol pee ke ye 400+ surgery karta hai.",OAG,GEN,1
C9.78,Arundhati Roy kal bolegi main mdrxod hu jo kaha aayi,OAG,GEN,1
C7.1239,"Bollywood movie mein item song mein ladkiyon ko maal bolte he uss tym kuch nai
hota. Hate story 1 mein ladki ka dialogue tha ki mein iss seher ki sabse badi
r**di banna chahti hun uss waqt b koi bc feminists ko dikkat nai thi or yahan
pe unn mc logo ki gaand phatt rhi h",OAG,GEN,1
C10.816,ranga billa kon is randi ke gaand marne wale honge .,OAG,GEN,1
C38.212,Kisi Ka larka gay ho toh kotha mai bhej do,OAG,GEN,1
C4.1452,"Bhai ne bilkul Man ki baat ki..  
Saala tharak shahid..  
Movie mein yeh dikhaye h ki  
Agar aap doctor, topper Ho toh  
Kisi ki bhi beti ko chhod sakte ho.. Hawas nikal sakte ho",OAG,GEN,1
C7.905,"Pratik ji, aap bhi apne wife ya fir behan ka naam ek kutte ko rakhana, fir Ye
video apne ghar walo ko batna. Fir ek video banana their reactions.",OAG,GEN,1
C4.1950,"Bhai itne dino ki aag aaj shant hui sale womanizer ghr me ghus ke sez scene
jabrdasti karna sala ye dikhaya movie sale society ki ma bhn kr ri
movie.....sale log fan hai abhi koi inki bhn se sex kre vo bhi inke ghr me
...to in chutiya kabir singh ke fans ki gaan mr jayegi aale hijre kajin
ke...........stud ke name pe sale aurton ki ma bahn karna sikhate hai
bollywood movie me ........nich kahin ke suwar aur is movie ke fan mere lund
pe inki bahno ko bhi aise hi kabir jaisa koi le raha hoga",OAG,GEN,1
C33.265,Ye kya tha bc😂,OAG,GEN,1
C10.65,Kungfu kutia Chdail Arundhati,OAG,GEN,1
C7.53,Madarchod feminist's 🤔,OAG,GEN,1
C7.2022,Tu apne ap ki kaise mard keh sakta hai yaar,OAG,GEN,1
C7.2236.1,Tera desh bsdk tera apna ghar b hain?🤣🤣,OAG,GEN,1
C10.1385.1,lagta hai yeh piddi ki chatne wali hai,OAG,GEN,1
C9.56,Is rajdeep ki jaal gayi hai sale ki sachi samne ay gayi hai,OAG,GEN,1
C61.722,Teri ma ki chut saale. Paagal hai tu.,OAG,GEN,1
C4.1965.1,Kabir Singh Madarchod Movie hai,OAG,GEN,1
C33.215,"abbay shrishty kaise chalegi. mujhey yeh pap nahi lagta magar aabadi kaise
baddagi. mother nature aur single ladle ladkiya sup CRT KO kabhi maff nahi
karenge. judge KO baddua lagge GI sale k ghar main har ladka gay ho jay aur
hard ladki lesbion. pura khandan dinosor k tatah vilupt ho jayega.",OAG,GEN,1
C7.1810,"Student of the year jasy randi baaji film ki vajah s bollyhood ki ma chud rahy
h.",OAG,GEN,1
C10.48,कुतिया साली,OAG,GEN,1
C10.1131,ARUNDHATI ROY KI MAA KAA BHOSADA,OAG,GEN,1
C7.29,"Ghussa uski kamzori hai  
  
  
  
  
  
  
mera lawda",OAG,GEN,1
C10.426,Arundhati raaand hai,OAG,GEN,1
C10.1135,Rand katwo ki,OAG,GEN,1
C7.598,"Film me ek talented doctor ko tharki nashedi gunda or ek sanskari ladki ki
chudai or kuchh nahi ha",OAG,GEN,1
C10.357,Ye madarchot ko goli marna chahiye. .Randi sali.,OAG,GEN,1
C36.278,"Hhhhhhhh sary hindu chutye namard bud marwaty hai. 🤣🤣🤣🤣🤣🤣  
Aur chaly aye hi Pakistan sy jang larny.  
Hhhhhh go to hell hindu namard😂😂😂😂😂😂🐖🇮🇳🖕😆😆😆😆😆😁😁😁😁",OAG,GEN,1
C43.16,bhen ky lory randians,OAG,GEN,1
C4.279,bsdk k 4-4 ad daal rha deta h betichod,OAG,GEN,1
C7.1662,Ldkiya bas chudne k kiye bni h yeh jaan lo 😅🖕,OAG,GEN,1
C4.1415,Maha madarchod hai Bollywood,OAG,GEN,1
C4.2134.2,"Lund mera sensible... Moral h vdo ka - don't take movies seriously... Just
watch for entertainment purpose.... Hollywood v majority level pei chutiyapa
hi dikhata h",OAG,GEN,1
C33.209,Bhkk teri ma ki chut,OAG,GEN,1
C4.702,"**पढ़ाई सिखाएगा दुनिया गोल है** ⚪  
 **अनुभव सिखाएगा दुनिया मादरचोद है** 🤘🏻🤘🏻❤️",OAG,GEN,1
C10.586,Ye Pakistani Maadarchod h,OAG,GEN,1
C10.110,"Yeh Randhi roy mulla ka Randhi Hai, Chopra tum lok pagal Kuta ho,yeh
kutristuri' mulla ka Randhi Hai dymak m gobar bhara Hai",OAG,GEN,1
C19.104,Abe bsdk ke pehle pudia thuk ke aa,OAG,GEN,1
C61.1746,Kamini maa ki choud,OAG,GEN,1
C10.1021,Aaj se Arundhati ka nam Kung fu kutti ho gaya h,OAG,GEN,1
C7.1949.5,"Ek gana banana chahiye  
Librandus ke gand me danda",OAG,GEN,1
C7.667,Librandu sab saale gadhar hai,OAG,GEN,1
C7.735,bro ...gyann chodne ke liye naya channel bana le...yaha bs review kar .....,OAG,GEN,1
