ID,Text,Sub-task A,Sub-task B,Label
C26.300.4,"Hitesh Kumar see here in youtube some misandrists are commenting using fake
I'd.Some female misandrists are a snake of two face that means they says that
498 must be banned but they work for developing laws against men.This type of
misandrists are just a spy of radical misandrists.They are doing drama of
gender equality at daylight but at a secure time they change their form.Those
are the misandrists in the coat of gender [equality.Be](http://equality.be/)
careful from them and try to identify them.They just watching us to provide
the informations to the local misandrists in the form of gender
[equality.Like](http://equality.like/) a spy uses beard so that he cannot be
identified.Sometimes those misandrists make id using photo and name of the
boys",CAG,NGEN,1
C10.883,"Let AR use her name as range & billa and fill the same name when applying for
her Visa to any overseas countries  
Why our govt is napunsak and not revoke her passport/visa or even arrest her",CAG,GEN,1
C10.415,"Now, remember these English speaking monarchy minded Congress and hippocrate
Communist have to polish shoes of common people and they will get room below
shoe to take rest.",CAG,NGEN,1
C33.572,"Didn't see a video so demeaning of lgbt and women alike... U guys should be
ashamed! Which day n age r u living in? Hope I cud spam such videos.",CAG,NGEN,1
C7.170.1,"@Pratik Borade bro i have master's degree in physics from IIT kgp. Seriously
dude you should reads books. I am not even laughing at you. I feel pity . I
feel pity for myself for wasting my time on some dumb YouTuber. Hasi ka patra?
Some one pls just kill me I can't take it anymore",CAG,NGEN,1
C7.828,I m thinking that u r reviewing a movie or just using it for poltical agenda.,CAG,NGEN,1
C36.1136.2,"Nikita Tiwari hey miss nikita are you one of them who is lesbo and want to
join army ?or in your fmly any member is there who is gay ? My middle finger
salutes you .thnks for commenting🤡",CAG,GEN,1
C7.1140,"What about conservatives don’t be one sided every side is corrupted and has
ignorant people",CAG,NGEN,1
C7.1795,"The basic ideology behind Liberals and Feminists is not wrong but a lot of the
people who consider themselves representatives of these ideas are in wrong.
Everyone always remembers that",CAG,NGEN,1
C10.419,"What a vacuum minded witch, product of May be so called Ranga-Billa. Such mean
people gets Bookers Award, Disgusting!",CAG,GEN,1
C33.474,"I agree with this girl's comment if God does not punish them then who are you
people pandits and molvi sahab's do it secretly and padri sahabs does it
inside churches world wide hahaha hypocrites",CAG,NGEN,1
C7.1269,"Everyone should go and watch this film . It is the big slap on these useless
people.",CAG,NGEN,1
C10.529,"Government waiting to interfere with all it's intelligence to keep her mouth
shut for ever",CAG,NGEN,1
C4.1494,"Take notes from fight club , Tyler durden is the badass and coolest character
Ever , but the writer only says he is the negative character and not a
character to take inspiration from but in Kabir Singh things end up in favour
of him , telling be like Kabir Singh it's nothing wrong",CAG,NGEN,1
C4.367,"I just hate this movie though I have no hatred or doubt about Shahid acting .
He really nailed his role . But this kind of movie is not made for India.
Bollywood is producing nothing just crap movies with a small pinch of 'love' .
They need to grow up .
Even Indians need to grow up too.",CAG,NGEN,1
C68.596,That is not ranu mondal fault... That is her Educational problem,CAG,NGEN,1
C4.74,"If you still think Bollywood is GARBAGE then see the trailer called
""ADVENTURES OF SRIMANARAYANA""",CAG,NGEN,1
C7.2283,'toxic' is the new 'sexy' 💪,CAG,NGEN,1
C4.1006.5,"By filling our lungs with smoke and then dying to cancer? You mean that's how
men should be",CAG,NGEN,1
C4.855,"I love films like kabir singh. Why? It reduces the competition. After watching
KS many teenagers and also adults started following him. They just destroyed
their next 3-4 years. Competition over.",CAG,NGEN,1
C20.195,Sucharita you are ugly but atleast don't bark ugly about some good movie,CAG,GEN,1
C46.128,"As long as India entertains Bangladesh we will have such problems.
The names of the accused shows how one religion that wants to impose their
teachings on the society, itself is corrupted.
This case really shook me. WB administration also did not support the common
man, whether it was madhyamgram, kamduni or park street case.
I m ashamed",CAG,NGEN,1
C4.942,"People who says that ""movies don't affect in real life"" don't know that we are
Indias and we made temples of actors and we prey them like a god.",CAG,NGEN,1
C10.762,"She is provoking peoples against government by saying we should not give
remaining 4 years time to current government...!  
  
She is a thread to National security... Opinion are welcome but without any
significant proofs you can't say anything... We support BJP & Modi ji in every
possible manner....!!!!! 🇮🇳🇮🇳🇮🇳🇮🇳",CAG,NGEN,1
C25.554,Supreme court knows how wife misuse law.,CAG,NGEN,1
